,sin,tan,pwm,param_a,param_b
0,0.0,0.0,1.0,1,1
1,0.0031415874858795635,0.0031416029890561563,1.0,1,1
2,0.006283143965558951,0.006283267991889772,1.0,1,1
3,0.009424638433144006,0.009425057027174897,1.0,1,1
4,0.012566039883352607,0.012567032123379578,1.0,1,1
5,0.015707317311820675,0.015709255323664916,1.0,1,1
6,0.018848439715408175,0.018851788690786585,1.0,1,1
7,0.021989376092505106,0.02199469431199964,1.0,1,1
8,0.02513009544333748,0.025138034303967445,1.0,1,1
9,0.028270566770273255,0.028281870817675515,1.0,1,1
10,0.03141075907812829,0.03142626604335115,1.0,1,1
11,0.034550641374472266,0.03457128221538966,1.0,1,1
12,0.03769018266993454,0.037716981617288016,1.0,1,1
13,0.04082935197851,0.04086342658658669,1.0,1,1
14,0.0439681183178649,0.044010679519820683,1.0,1,1
15,0.04710645070964266,0.04715880287748047,1.0,1,1
16,0.050244318179769556,0.0503078591889836,1.0,1,1
17,0.053381689758760474,0.05345791105765805,1.0,1,1
18,0.056518534482024534,0.05660902116573793,1.0,1,1
19,0.0596548213901707,0.059761252279372575,1.0,1,1
20,0.06279051952931337,0.06291466725364976,1.0,1,1
21,0.06592559795137785,0.06606932903763389,1.0,1,1
22,0.06906002571440578,0.06922530067942018,1.0,1,1
23,0.0721937718828606,0.07238264533120552,1.0,1,1
24,0.07532680552793272,0.07554142625437688,1.0,1,1
25,0.07845909572784494,0.07870170682461844,1.0,1,1
26,0.08159061156815756,0.08186355053703788,1.0,1,1
27,0.08472132214207344,0.08502702101131296,1.0,1,1
28,0.08785119655074317,0.08819218199685949,1.0,1,1
29,0.09098020390356992,0.09135909737802111,1.0,1,1
30,0.09410831331851431,0.09452783117928204,1.0,1,1
31,0.09723549392239932,0.09769844757050401,1.0,1,1
32,0.1003617148512149,0.10087101087218765,1.0,1,1
33,0.10348694525042253,0.10404558556075975,1.0,1,1
34,0.10661115427525991,0.1072222362738873,1.0,1,1
35,0.10973431109104528,0.11040102781581895,1.0,1,1
36,0.1128563848734817,0.11358202516275513,1.0,1,1
37,0.11597734480896137,0.11676529346824771,1.0,1,1
38,0.11909716009486973,0.11995089806863014,-1.0,1,1
39,0.12221579993988943,0.12313890448847903,-1.0,1,1
40,0.12533323356430426,0.12632937844610817,-1.0,1,1
41,0.12844943020030286,0.1295223858590961,-1.0,1,1
42,0.1315643590922825,0.13271799284984798,-1.0,1,1
43,0.1346779894971526,0.1359162657511932,-1.0,1,1
44,0.13779029068463805,0.13911727111201916,-1.0,1,1
45,0.14090123193758267,0.14232107570294295,-1.0,1,1
46,0.14401078255225216,0.1455277465220212,-1.0,1,1
47,0.14711891183863737,0.14873735080050002,-1.0,1,1
48,0.15022558912075706,0.15194995600860545,-1.0,1,1
49,0.15333078373696063,0.15516562986137566,-1.0,1,1
50,0.15643446504023087,0.15838444032453627,-1.0,1,1
51,0.1595366023984863,0.1616064556204195,-1.0,1,1
52,0.1626371651948836,0.16483174423392857,-1.0,1,1
53,0.1657361228281197,0.16806037491854828,-1.0,1,1
54,0.16883344471273387,0.1712924167024034,-1.0,1,1
55,0.17192910027940952,0.17452793889436508,-1.0,1,1
56,0.17502305897527604,0.1777670110902075,-1.0,1,1
57,0.17811529026421014,0.18100970317881548,-1.0,1,1
58,0.18120576362713736,0.1842560853484439,-1.0,1,1
59,0.18429444856233332,0.18750622809303114,-1.0,1,1
60,0.1873813145857246,0.19076020221856674,-1.0,1,1
61,0.19046633123118986,0.19401807884951527,-1.0,1,1
62,0.19354946805086023,0.1972799294352973,-1.0,1,1
63,0.19663069461542007,0.20054582575682875,-1.0,1,1
64,0.19970998051440703,0.20381583993312047,-1.0,1,1
65,0.2027872953565125,0.2070900444279387,-1.0,1,1
66,0.20586260876988133,0.21036851205652818,1.0,1,1
67,0.2089358904024117,0.213651315992399,1.0,1,1
68,0.21200710992205463,0.21693852977417907,1.0,1,1
69,0.21507623701711337,0.22023022731253292,1.0,1,1
70,0.21814324139654256,0.22352648289714913,1.0,1,1
71,0.22120809279024714,0.22682737120379676,1.0,1,1
72,0.2242707609493812,0.2301329673014536,1.0,1,1
73,0.2273312156466464,0.23344334665950642,1.0,1,1
74,0.23038942667659057,0.23675858515502576,1.0,1,1
75,0.2334453638559054,0.24007875908011603,1.0,1,1
76,0.23649899702372468,0.2434039451493433,1.0,1,1
77,0.23955029604192182,0.24673422050724164,1.0,1,1
78,0.2425992307954074,0.2500696627359001,1.0,1,1
79,0.24564577119242634,0.2534103498626318,1.0,1,1
80,0.2486898871648548,0.2567563603677268,1.0,1,1
81,0.25173154866849706,0.2601077731922906,1.0,1,1
82,0.25477072568338216,0.26346466774617017,1.0,1,1
83,0.25780738821405985,0.2668271239159681,1.0,1,1
84,0.26084150628989694,0.270195222073149,1.0,1,1
85,0.2638730499653729,0.2735690430822373,1.0,1,1
86,0.26690198932037557,0.27694866830911025,1.0,1,1
87,0.2699282944604964,0.2803341796293875,1.0,1,1
88,0.27295193551732516,0.2837256594369182,1.0,1,1
89,0.2759728826487457,0.2871231906523695,1.0,1,1
90,0.2789911060392293,0.29052685673191647,1.0,1,1
91,0.2820065759001294,0.29393674167603645,1.0,1,1
92,0.2850192624699761,0.2973529300384108,1.0,1,1
93,0.28802913601476915,0.30077550693493343,1.0,1,1
94,0.2910361668282718,0.3042045580528316,1.0,1,1
95,0.29404032523230395,0.30764016965989827,1.0,1,1
96,0.2970415815770349,0.31108242861384056,1.0,1,1
97,0.30003990624127624,0.31453142237174436,1.0,1,1
98,0.30303526963277394,0.31798723899965947,1.0,1,1
99,0.30602764218850076,0.32144996718230623,1.0,1,1
100,0.3090169943749474,0.3249196962329063,1.0,1,1
101,0.31200329668841487,0.32839651610314063,1.0,1,1
102,0.3149865196553048,0.3318805173932361,1.0,1,1
103,0.31796663383241097,0.3353717913621843,1.0,1,1
104,0.32094360980720954,0.33887042993809446,1.0,1,1
105,0.3239174181981494,0.342376525728683,1.0,1,1
106,0.32688802965494246,0.34589017203190353,1.0,1,1
107,0.3298554148588529,0.34941146284671765,-1.0,1,1
108,0.3328195445229866,0.35294049288401247,-1.0,1,1
109,0.33578038939258065,0.3564773575776648,-1.0,1,1
110,0.33873792024529137,0.3600221530957566,-1.0,1,1
111,0.3416921078914833,0.3635749763519443,-1.0,1,1
112,0.34464292317451706,0.36713592501698417,-1.0,1,1
113,0.34759033697103703,0.3707050975304183,-1.0,1,1
114,0.350534320191259,0.3742825931124225,-1.0,1,1
115,0.35347484377925714,0.3778685117758209,-1.0,1,1
116,0.35641187871325075,0.38146295433827004,-1.0,1,1
117,0.35934539600589066,0.3850660224346142,-1.0,1,1
118,0.3622753667045457,0.38867781852941846,-1.0,1,1
119,0.3652017618915878,0.39229844592967966,-1.0,1,1
120,0.3681245526846779,0.3959280087977212,-1.0,1,1
121,0.371043710237051,0.3995666121642738,-1.0,1,1
122,0.3739592057378004,0.40321436194174615,-1.0,1,1
123,0.37687101041216264,0.4068713649376905,-1.0,1,1
124,0.37977909552180106,0.41053772886846435,-1.0,1,1
125,0.3826834323650898,0.41421356237309503,-1.0,1,1
126,0.38558399227739654,0.41789897502734874,-1.0,1,1
127,0.38848074663136606,0.42159407735800974,1.0,1,1
128,0.3913736668372024,0.42529898085737317,1.0,1,1
129,0.39426272434295095,0.42901379799795514,1.0,1,1
130,0.3971478906347806,0.4327386422474259,1.0,1,1
131,0.40002913723726474,0.43647362808376877,1.0,1,1
132,0.40290643571366264,0.44021887101067064,1.0,1,1
133,0.4057797576662,0.4439744875731478,1.0,1,1
134,0.40864907473634904,0.4477405953734122,1.0,1,1
135,0.4115143586051088,0.45151731308698334,1.0,1,1
136,0.41437558099328414,0.4553047604790488,1.0,1,1
137,0.4172327136617653,0.4591030584210814,1.0,1,1
138,0.42008572841180625,0.4629123289077153,1.0,1,1
139,0.4229345970853033,0.46673269507388776,1.0,1,1
140,0.4257792915650727,0.4705642812122516,1.0,1,1
141,0.4286197837751284,0.47440721279086334,1.0,1,1
142,0.431456045680959,0.478261616471154,1.0,1,1
143,0.43428804928980463,0.4821276201261853,1.0,1,1
144,0.43711576665093294,0.4860053528592014,1.0,1,1
145,0.4399391698559151,0.489894945022477,1.0,1,1
146,0.44275823103890144,0.49379652823647335,1.0,1,1
147,0.4455729223768963,0.49771023540930315,1.0,1,1
148,0.44838321609003223,0.5016362007565146,1.0,1,1
149,0.451189084441845,0.5055745598211987,1.0,1,1
150,0.45399049973954675,0.5095254494944288,1.0,1,1
151,0.45678743433429947,0.5134890080360351,1.0,1,1
152,0.4595798606214878,0.5174653750957271,1.0,1,1
153,0.46236775104099176,0.5214546917345637,1.0,1,1
154,0.4651510780774583,0.5254571004467864,1.0,1,1
155,0.4679298142605734,0.5294727451820146,1.0,1,1
156,0.4707039321653325,0.5335017713678184,1.0,1,1
157,0.4734734044123121,0.5375443259326705,1.0,1,1
158,0.47623820366793906,0.5416005573292888,1.0,1,1
159,0.478998302644761,0.545670615558377,1.0,1,1
160,0.4817536741017153,0.5497546521927701,1.0,1,1
161,0.4845042908443979,0.5538528204019956,1.0,1,1
162,0.4872501257253323,0.5579652749772578,1.0,1,1
163,0.48999115164423657,0.5620921723568537,1.0,1,1
164,0.49272734154829156,0.5662336706520306,1.0,1,1
165,0.4954586684324076,0.5703899296732949,1.0,1,1
166,0.4981851053394908,0.5745611109571804,1.0,1,1
167,0.5009066253607098,0.5787473777934874,-1.0,1,1
168,0.5036232016357608,0.582948895253001,-1.0,1,1
169,0.5063348073531325,0.5871658302157009,-1.0,1,1
170,0.5090414157503713,0.5913983513994712,-1.0,1,1
171,0.5117430001143449,0.5956466293893226,-1.0,1,1
172,0.5144395337815064,0.5999108366671372,-1.0,1,1
173,0.5171309901381572,0.6041911476419469,-1.0,1,1
174,0.5198173426207096,0.6084877386807577,-1.0,1,1
175,0.5224985647159488,0.612800788139932,-1.0,1,1
176,0.5251746299612956,0.6171304763971401,-1.0,1,1
177,0.5278455119450663,0.6214769858838943,-1.0,1,1
178,0.530511184306734,0.6258405011186766,-1.0,1,1
179,0.5331716207371886,0.6302212087406763,1.0,1,1
180,0.5358267949789967,0.6346192975441481,1.0,1,1
181,0.5384766808266601,0.6390349585134047,1.0,1,1
182,0.5411212521268758,0.6434683848584607,1.0,1,1
183,0.5437604827787924,0.6479197720513374,1.0,1,1
184,0.5463943467342691,0.6523893178630489,1.0,1,1
185,0.5490228179981318,0.6568772224012794,1.0,1,1
