,sin,squ,param_a
0,0.0,1.0,3
1,0.009424638433144006,1.0,3
2,0.018848439715408175,1.0,3
3,0.028270566770273252,1.0,3
4,0.03769018266993454,1.0,3
5,0.047106450709642665,1.0,3
6,0.05651853448202453,1.0,3
7,0.06592559795137785,1.0,3
8,0.07532680552793272,1.0,3
9,0.08472132214207345,1.0,3
10,0.09410831331851433,1.0,3
11,0.10348694525042251,1.0,3
12,0.11285638487348168,1.0,3
13,0.12221579993988944,1.0,3
14,0.1315643590922825,1.0,3
15,0.14090123193758267,1.0,3
16,0.15022558912075706,1.0,3
17,0.1595366023984863,1.0,3
18,0.1688334447127339,1.0,3
19,0.1781152902642101,1.0,3
20,0.18738131458572463,1.0,3
21,0.19663069461542007,1.0,3
22,0.2058626087698813,1.0,3
23,0.21507623701711337,1.0,3
24,0.22427076094938117,1.0,3
25,0.2334453638559054,1.0,3
26,0.24259923079540743,1.0,3
27,0.25173154866849706,1.0,3
28,0.26084150628989694,1.0,3
29,0.2699282944604963,1.0,3
30,0.2789911060392293,1.0,3
31,0.28802913601476915,1.0,3
32,0.2970415815770349,1.0,3
33,0.30602764218850076,1.0,3
34,0.3149865196553048,1.0,3
35,0.3239174181981494,1.0,3
36,0.3328195445229867,1.0,3
37,0.3416921078914833,1.0,3
38,0.35053432019125896,1.0,3
39,0.35934539600589066,1.0,3
40,0.368124552684678,1.0,3
41,0.37687101041216264,1.0,3
42,0.38558399227739654,1.0,3
43,0.394262724342951,1.0,3
44,0.40290643571366264,1.0,3
45,0.41151435860510877,1.0,3
46,0.42008572841180625,1.0,3
47,0.4286197837751283,1.0,3
48,0.4371157666509329,1.0,3
49,0.4455729223768963,1.0,3
50,0.45399049973954675,1.0,3
51,0.4623677510409918,1.0,3
52,0.4707039321653326,1.0,3
53,0.47899830264476095,1.0,3
54,0.4872501257253323,1.0,3
55,0.4954586684324075,1.0,3
56,0.5036232016357608,1.0,3
57,0.5117430001143449,1.0,3
58,0.5198173426207094,1.0,3
59,0.5278455119450665,1.0,3
60,0.5358267949789967,1.0,3
61,0.5437604827787924,1.0,3
62,0.5516458706284302,1.0,3
63,0.559482258102167,1.0,3
64,0.5672689491267565,1.0,3
65,0.5750052520432786,1.0,3
66,0.5826904796685761,1.0,3
67,0.5903239493562945,1.0,3
68,0.5979049830575188,1.0,3
69,0.6054329073810014,1.0,3
70,0.6129070536529765,1.0,3
71,0.6203267579765561,1.0,3
72,0.6276913612907006,1.0,3
73,0.6350002094287606,1.0,3
74,0.6422526531765843,1.0,3
75,0.6494480483301837,1.0,3
76,0.6565857557529564,1.0,3
77,0.6636651414324585,1.0,3
78,0.67068557653672,1.0,3
79,0.6776464374701022,1.0,3
80,0.6845471059286887,1.0,3
81,0.6913869689552065,1.0,3
82,0.6981654189934726,1.0,3
83,0.7048818539423615,1.0,3
84,0.7115356772092853,1.0,3
85,0.7181262977631888,1.0,3
86,0.7246531301870467,1.0,3
87,0.7311155947298641,1.0,3
88,0.7375131173581738,1.0,3
89,0.743845129807025,1.0,3
90,0.7501110696304595,1.0,3
91,0.7563103802514719,1.0,3
92,0.7624425110114479,1.0,3
93,0.7685069172190766,1.0,3
94,0.7745030601987338,1.0,3
95,0.7804304073383297,1.0,3
96,0.7862884321366189,1.0,3
97,0.792076614249967,1.0,3
98,0.797794439538571,1.0,3
99,0.8034414001121276,1.0,3
100,0.8090169943749475,1.0,3
101,0.8145207270705094,1.0,3
102,0.8199521093254524,1.0,3
103,0.8253106586929996,1.0,3
104,0.8305958991958127,1.0,3
105,0.8358073613682702,1.0,3
106,0.840944582298169,1.0,3
107,0.8460071056678421,1.0,3
108,0.8509944817946918,1.0,3
109,0.855906267671133,1.0,3
110,0.8607420270039435,1.0,3
111,0.8655013302530189,1.0,3
112,0.8701837546695257,1.0,3
113,0.8747888843334527,1.0,3
114,0.8793163101905562,1.0,3
115,0.8837656300886935,1.0,3
116,0.8881364488135445,1.0,3
117,0.8924283781237179,1.0,3
118,0.8966410367852359,1.0,3
119,0.9007740506053982,1.0,3
120,0.9048270524660196,1.0,3
121,0.90879968235604,1.0,3
122,0.9126915874035028,1.0,3
123,0.916502421906898,1.0,3
124,0.9202318473658703,1.0,3
125,0.9238795325112867,1.0,3
126,0.9274451533346614,1.0,3
127,0.9309283931169356,1.0,3
128,0.934328942456612,1.0,3
129,0.9376464992972356,1.0,3
130,0.9408807689542255,1.0,3
131,0.9440314641410498,1.0,3
132,0.9470983049947443,1.0,3
133,0.9500810191007717,1.0,3
134,0.9529793415172189,1.0,3
135,0.9557930147983301,1.0,3
136,0.9585217890173758,1.0,3
137,0.9611654217888519,1.0,3
138,0.9637236782900097,1.0,3
139,0.9661963312817147,1.0,3
140,0.9685831611286311,1.0,3
141,0.970883955818731,1.0,3
142,0.9730985109821266,1.0,3
143,0.9752266299092234,1.0,3
144,0.9772681235681935,1.0,3
145,0.9792228106217657,1.0,3
146,0.9810905174433341,1.0,3
147,0.9828710781323792,1.0,3
148,0.9845643345292053,1.0,3
149,0.9861701362289889,1.0,3
150,0.9876883405951378,1.0,3
151,0.9891188127719618,1.0,3
152,0.9904614256966512,1.0,3
153,0.9917160601105629,1.0,3
154,0.9928826045698137,1.0,3
155,0.9939609554551797,1.0,3
156,0.9949510169813002,1.0,3
157,0.9958527012051857,1.0,3
158,0.9966659280340299,1.0,3
159,0.9973906252323237,1.0,3
160,0.9980267284282716,1.0,3
161,0.9985741811195097,1.0,3
162,0.9990329346781247,1.0,3
163,0.9994029483549729,1.0,3
164,0.9996841892832999,1.0,3
165,0.9998766324816606,1.0,3
166,0.9999802608561371,1.0,3
167,0.9999950652018582,1.0,3
168,0.9999210442038161,1.0,3
169,0.999758204436984,1.0,3
170,0.9995065603657316,1.0,3
171,0.9991661343425401,1.0,3
172,0.9987369566060175,1.0,3
173,0.9982190652782118,1.0,3
174,0.9976125063612252,1.0,3
175,0.996917333733128,1.0,3
176,0.9961336091431725,1.0,3
177,0.9952614022063083,1.0,3
178,0.9943007903969989,1.0,3
179,0.9932518590423395,1.0,3
180,0.9921147013144779,1.0,3
181,0.9908894182223387,1.0,3
182,0.989576118602651,1.0,3
183,0.9881749191102805,1.0,3
184,0.986685944207868,1.0,3
185,0.985109326154774,1.0,3
186,0.9834452049953297,1.0,3
187,0.9816937285463989,1.0,3
188,0.9798550523842469,1.0,3
189,0.9779293398307218,1.0,3
190,0.9759167619387474,1.0,3
191,0.9738174974771289,1.0,3
192,0.971631732914674,1.0,3
193,0.9693596624036293,1.0,3
194,0.9670014877624351,1.0,3
195,0.9645574184577981,1.0,3
196,0.9620276715860859,1.0,3
197,0.9594124718540429,1.0,3
198,0.9567120515588304,1.0,3
199,0.9539266505673936,1.0,3
200,0.9510565162951536,1.0,3
201,0.948101903684032,1.0,3
202,0.9450630751798048,1.0,3
203,0.9419403007087905,1.0,3
204,0.9387338576538741,1.0,3
205,0.9354440308298673,1.0,3
206,0.932071112458211,1.0,3
207,0.9286154021410173,1.0,3
208,0.925077206834458,1.0,3
209,0.9214568408214986,1.0,3
210,0.9177546256839813,1.0,3
211,0.9139708902740612,1.0,3
212,0.9101059706849958,1.0,3
213,0.9061602102212899,1.0,3
214,0.902133959368203,1.0,3
215,0.8980275757606156,1.0,3
216,0.8938414241512639,1.0,3
217,0.8895758763783381,1.0,3
218,0.8852313113324553,1.0,3
219,0.8808081149230037,1.0,3
220,0.8763066800438637,1.0,3
221,0.8717274065385089,1.0,3
222,0.8670707011644901,1.0,3
223,0.8623369775573041,1.0,3
224,0.8575266561936522,1.0,3
225,0.8526401643540923,1.0,3
226,0.8476779360850834,1.0,3
227,0.8426404121604322,1.0,3
228,0.8375280400421418,1.0,3
229,0.8323412738406636,1.0,3
230,0.8270805742745617,1.0,3
231,0.8217464086295903,1.0,3
232,0.816339250717184,1.0,3
233,0.8108595808323734,1.0,3
234,0.805307885711122,1.0,3
235,0.7996846584870904,1.0,3
236,0.7939903986478353,1.0,3
237,0.7882256119904401,1.0,3
238,0.782390810576588,1.0,3
239,0.7764865126870785,1.0,3
240,0.7705132427757893,1.0,3
241,0.7644715314230917,1.0,3
242,0.758361915288722,1.0,3
243,0.7521849370641114,1.0,3
244,0.7459411454241822,1.0,3
245,0.7396310949786099,1.0,3
246,0.73325534622256,1.0,3
247,0.7268144654869029,1.0,3
248,0.720309024887907,1.0,3
249,0.7137396022764213,1.0,3
250,0.7071067811865476,1.0,3
251,0.7004111507838066,1.0,3
252,0.6936533058128049,1.0,3
253,0.6868338465444083,1.0,3
254,0.6799533787224193,1.0,3
255,0.6730125135097733,1.0,3
256,0.6660118674342517,1.0,3
257,0.6589520623337171,1.0,3
258,0.6518337253008787,1.0,3
259,0.6446574886275914,1.0,3
260,0.6374239897486899,1.0,3
261,0.630133871185369,1.0,3
262,0.6227877804881126,1.0,3
263,0.6153863701791716,1.0,3
264,0.6079302976946053,1.0,3
265,0.600420225325884,1.0,3
266,0.5928568201610593,1.0,3
267,0.58524075402551,1.0,3
268,0.5775727034222676,1.0,3
269,0.5698533494719239,1.0,3
270,0.5620833778521305,1.0,3
271,0.554263478736694,1.0,3
272,0.5463943467342692,1.0,3
273,0.53847668082666,1.0,3
274,0.530511184306734,1.0,3
275,0.5224985647159489,1.0,3
276,0.5144395337815063,1.0,3
277,0.5063348073531325,1.0,3
278,0.4981851053394909,1.0,3
279,0.4899911516442364,1.0,3
280,0.4817536741017152,1.0,3
281,0.4734734044123118,1.0,3
282,0.46515107807745815,1.0,3
283,0.4567874343342994,1.0,3
284,0.4483832160900319,1.0,3
285,0.4399391698559149,1.0,3
286,0.43145604568095886,1.0,3
287,0.4229345970853029,1.0,3
288,0.41437558099328387,1.0,3
289,0.4057797576662003,1.0,3
290,0.39714789063478106,1.0,3
291,0.3884807466313662,1.0,3
292,0.3797790955218014,1.0,3
293,0.3710437102370514,1.0,3
294,0.3622753667045458,1.0,3
295,0.3534748437792574,1.0,3
296,0.34464292317451745,1.0,3
297,0.33578038939258076,1.0,3
298,0.32688802965494274,1.0,3
299,0.31796663383241136,1.0,3
300,0.3090169943749475,1.0,3
301,0.30003990624127647,1.0,3
302,0.2910361668282722,1.0,3
303,0.2820065759001295,1.0,3
304,0.27295193551732544,1.0,3
305,0.26387304996537325,1.0,3
306,0.25477072568338227,1.0,3
307,0.24564577119242656,1.0,3
308,0.23649899702372504,1.0,3
309,0.2273312156466465,1.0,3
310,0.21814324139654276,1.0,3
311,0.20893589040241203,1.0,3
312,0.19970998051440705,1.0,3
313,0.19046633123119008,1.0,3
314,0.18120576362713725,1.0,3
315,0.17192910027940958,1.0,3
316,0.16263716519488378,1.0,3
317,0.1533307837369605,1.0,3
318,0.14401078255225216,1.0,3
319,0.13467798949715276,1.0,3
320,0.1253332335643041,1.0,3
321,0.11597734480896137,1.0,3
322,0.10661115427526005,1.0,3
323,0.09723549392239916,1.0,3
324,0.08785119655074315,1.0,3
325,0.07845909572784507,1.0,3
326,0.06906002571440562,1.0,3
327,0.059654821390170656,1.0,3
328,0.05024431817976966,1.0,3
329,0.0408293519785098,1.0,3
330,0.031410759078128236,1.0,3
331,0.021989376092505196,1.0,3
332,0.012566039883352392,1.0,3
333,0.0031415874858794902,1.0,3
334,-0.006283143965558882,-1.0,3
335,-0.015707317311820908,-1.0,3
336,-0.02513009544333757,-1.0,3
337,-0.03455064137447222,-1.0,3
338,-0.04396811831786515,-1.0,3
339,-0.05338168975876058,-1.0,3
340,-0.06279051952931335,-1.0,3
341,-0.07219377188286087,-1.0,3
342,-0.08159061156815768,-1.0,3
343,-0.0909802039035699,-1.0,3
344,-0.10036171485121517,-1.0,3
345,-0.10973431109104541,-1.0,3
346,-0.11909716009486973,-1.0,3
347,-0.12844943020030314,-1.0,3
348,-0.13779029068463822,-1.0,3
349,-0.1471189118386374,-1.0,3
350,-0.15643446504023117,-1.0,3
351,-0.16573612282811986,-1.0,3
352,-0.17502305897527565,-1.0,3
353,-0.1842944485623332,-1.0,3
354,-0.19354946805086,-1.0,3
355,-0.2027872953565121,-1.0,3
356,-0.21200710992205454,-1.0,3
357,-0.2212080927902469,-1.0,3
358,-0.2303894266765902,-1.0,3
359,-0.23955029604192177,-1.0,3
360,-0.24868988716485457,-1.0,3
361,-0.2578073882140595,-1.0,3
362,-0.2669019893203755,-1.0,3
363,-0.27597288264874553,-1.0,3
364,-0.2850192624699758,-1.0,3
365,-0.2940403252323039,-1.0,3
366,-0.3030352696327738,-1.0,3
367,-0.31200329668841453,-1.0,3
368,-0.3209436098072095,-1.0,3
369,-0.3298554148588527,-1.0,3
